UniqueID	UniqueID2	ID_Name	BamFileName	NCBI_ID	SampleID	Species	Categorize	PINO.
PLS5110	PL115110	P115HAU110	SRR4013330	SRR4013330	HAU110	AD1	Cultivar	
PLS5111	PL115111	P115HAU111	SRR4013614	SRR4013614	HAU111	AD1	Cultivar	
PLS5112	PL115112	P115HAU112	SRR4013615	SRR4013615	HAU112	AD1	Cultivar	
PLS5113	PL115113	P115HAU113	SRR4013616	SRR4013616	HAU113	AD1	Cultivar	
PLS5114	PL115114	P115HAU114	SRR4013617	SRR4013617	HAU114	AD1	Cultivar	
PLS5115	PL115115	P115HAU115	SRR4013618	SRR4013618	HAU115	AD1	Cultivar	
PLS5116	PL115116	P115HAU116	SRR4013619	SRR4013619	HAU116	AD1	Cultivar	
PLS5117	PL115117	P115HU117	SRR4013620	SRR4013620	HU117	AD1	Cultivar	
PLS5118	PL115118	P115HAU118	SRR4013621	SRR4013621	HAU118	AD1	Cultivar	
PLS5119	PL115119	P115HAU119	SRR4013622	SRR4013622	HAU119	AD1	Cultivar	
PLS5120	PL115120	P115HAU120	SRR4013623	SRR4013623	HAU120	AD1	Cultivar	
PLS5121	PL115121	P115HAU121	SRR4013624	SRR4013624	HAU121	AD1	Cultivar	
PLS5122	PL115122	P115HAU122	SRR4013625	SRR4013625	HAU122	AD1	Cultivar	
PLS5123	PL115123	P115HAU123	SRR4013626	SRR4013626	HAU123	AD1	Cultivar	
PLS5124	PL115124	P115HAU124	SRR4013627	SRR4013627	HAU124	AD1	Cultivar	
PLS5125	PL115125	P115HAU125	SRR4013628	SRR4013628	HAU125	AD1	Cultivar	
PLS5126	PL115126	P115HAU126	SRR4013629	SRR4013629	HAU126	AD1	Cultivar	
PLS5127	PL115127	P115HAU127	SRR4013630	SRR4013630	HAU127	AD1	Cultivar	
PLS5128	PL115128	P115HAU128	SRR4013631	SRR4013631	HAU128	AD1	Cultivar	
PLS5129	PL115129	P115HAU129	SRR4013632	SRR4013632	HAU129	AD1	Cultivar	
PLS5130	PL115130	P115HU130	SRR4013633	SRR4013633	HU130	AD1	Cultivar	PI528970 
PLS5131	PL115131	P115HU131	SRR4013850	SRR4013850	HU131	AD1	Cultivar	PI529251
PLS5132	PL115132	P115HAU132	SRR4013875	SRR4013875	HAU132	AD1	Cultivar	
PLS5133	PL115133	P115HU133	SRR4013876	SRR4013876	HU133	AD1	Cultivar	
PLS5134	PL115134	P115HAU134	SRR4013885	SRR4013885	HAU134	AD1	Cultivar	
PLS5135	PL115135	P115HAU135	SRR4013886	SRR4013886	HAU135	AD1	Cultivar	
PLS5136	PL115136	P115HAU136	SRR4013887	SRR4013887	HAU136	AD1	Cultivar	
PLS5137	PL115137	P115HAU137	SRR4013888	SRR4013888	HAU137	AD1	Cultivar	
PLS5138	PL115138	P115HAU138	SRR4013889	SRR4013889	HAU138	AD1	Cultivar	
PLS5139	PL115139	P115HAU139	SRR4013890	SRR4013890	HAU139	AD1	Cultivar	
PLS5140	PL115140	P115HAU140	SRR4013891	SRR4013891	HAU140	AD1	Cultivar	
PLS5141	PL115141	P115HU141	SRR4013892	SRR4013892	HU141	AD1	Cultivar	
PLS5142	PL115142	P115HAU142	SRR4013893	SRR4013893	HAU142	AD1	Cultivar	
PLS5143	PL115143	P115HAU143	SRR4013894	SRR4013894	HAU143	AD1	Cultivar	
PLS5144	PL115144	P115HAU144	SRR4013895	SRR4013895	HAU144	AD1	Cultivar	
PLS5145	PL115145	P115HAU145	SRR4013896	SRR4013896	HAU145	AD1	Cultivar	
PLS5146	PL115146	P115HAU146	SRR4013897	SRR4013897	HAU146	AD1	Cultivar	
PLS5147	PL115147	P115HAU147	SRR4013898	SRR4013898	HAU147	AD1	Cultivar	
PLS5148	PL115148	P115HAU148	SRR4013899	SRR4013899	HAU148	AD1	Cultivar	
PLS5149	PL115149	P115HAU149	SRR4013900	SRR4013900	HAU149	AD1	Cultivar	
PLS5150	PL115150	P115HAU150	SRR4013901	SRR4013901	HAU150	AD1	Cultivar	
PLS5151	PL115151	P115HAU151	SRR4014009	SRR4014009	HAU151	AD1	Cultivar	
PLS5152	PL115152	P115HAU152	SRR4014010	SRR4014010	HAU152	AD1	Cultivar	
PLS5153	PL115153	P115HAU153	SRR4014011	SRR4014011	HAU153	AD1	Cultivar	
PLS5154	PL115154	P115HAU154	SRR4014012	SRR4014012	HAU154	AD1	Cultivar	
PLS5155	PL115155	P115HAU155	SRR4014013	SRR4014013	HAU155	AD1	Cultivar	
PLS5156	PL115156	P115HAU156	SRR4014014	SRR4014014	HAU156	AD1	Cultivar	
PLS5157	PL115157	P115HAU157	SRR4014015	SRR4014015	HAU157	AD1	Cultivar	
PLS5158	PL115158	P115HAU158	SRR4014016	SRR4014016	HAU158	AD1	Cultivar	
PLS5159	PL115159	P115HAU159	SRR4014017	SRR4014017	HAU159	AD1	Cultivar	
PLS5160	PL115160	P115HAU160	SRR4014018	SRR4014018	HAU160	AD1	Cultivar	
PLS5161	PL115161	P115HAU161	SRR4014021	SRR4014021	HAU161	AD1	Cultivar	
PLS5162	PL115162	P115HAU162	SRR4014022	SRR4014022	HAU162	AD1	Cultivar	
PLS5163	PL115163	P115HAU163	SRR4014023	SRR4014023	HAU163	AD1	Cultivar	
PLS5164	PL115164	P115HAU164	SRR4014024	SRR4014024	HAU164	AD1	Cultivar	
PLS5165	PL115165	P115HAU165	SRR4014025	SRR4014025	HAU165	AD1	Cultivar	
PLS5166	PL115166	P115HAU166	SRR4014026	SRR4014026	HAU166	AD1	Cultivar	
PLS5167	PL115167	P115HAU167	SRR4014027	SRR4014027	HAU167	AD1	Cultivar	
PLS5168	PL115168	P115HAU168	SRR4014028	SRR4014028	HAU168	AD1	Cultivar	
PLS5169	PL115169	P115HAU169	SRR4014030	SRR4014030	HAU169	AD1	Cultivar	
PLS5170	PL115170	P115HAU170	SRR4014037	SRR4014037	HAU170	AD1	Cultivar	
PLS5171	PL115171	P115HAU171	SRR4017354	SRR4017354	HAU171	AD1	Cultivar	
PLS5172	PL115172	P115HAU172	SRR4017355	SRR4017355	HAU172	AD1	Cultivar	
PLS5173	PL115173	P115HAU173	SRR4017356	SRR4017356	HAU173	AD1	Cultivar	
PLS5174	PL115174	P115HAU174	SRR4017357	SRR4017357	HAU174	AD1	Cultivar	
PLS5175	PL115175	P115HAU175	SRR4018441	SRR4018441	HAU175	AD1	Cultivar	
PLS5176	PL115176	P115HAU176	SRR4018442	SRR4018442	HAU176	AD1	Cultivar	
PLS5177	PL115177	P115HAU177	SRR4018443	SRR4018443	HAU177	AD1	Cultivar	
PLS5178	PL115178	P115HAU178	SRR4018444	SRR4018444	HAU178	AD1	Cultivar	
PLS5179	PL115179	P115HAU179	SRR4018445	SRR4018445	HAU179	AD1	Cultivar	
PLS5180	PL115180	P115HAU180	SRR4018452	SRR4018452	HAU180	AD1	Cultivar	
PLS5181	PL115181	P115HAU181	SRR4018453	SRR4018453	HAU181	AD1	Cultivar	
PLS5182	PL115182	P115HAU182	SRR4018454	SRR4018454	HAU182	AD1	Cultivar	
PLS5183	PL115183	P115HAU183	SRR4018455	SRR4018455	HAU183	AD1	Cultivar	
PLS5184	PL115184	P115HAU184	SRR4018456	SRR4018456	HAU184	AD1	Cultivar	
PLS5185	PL115185	P115HAU185	SRR4018457	SRR4018457	HAU185	AD1	Cultivar	
PLS5186	PL115186	P115HAU186	SRR4018459	SRR4018459	HAU186	AD1	Cultivar	
PLS5187	PL115187	P115HAU187	SRR4018460	SRR4018460	HAU187	AD1	Cultivar	
PLS5188	PL115188	P115HAU188	SRR4018461	SRR4018461	HAU188	AD1	Cultivar	
PLS5189	PL115189	P115HAU189	SRR4018462	SRR4018462	HAU189	AD1	Cultivar	
PLS5190	PL115190	P115HAU190	SRR4018463	SRR4018463	HAU190	AD1	Cultivar	
PLS5191	PL115191	P115HAU191	SRR4018519	SRR4018519	HAU191	AD1	Cultivar	
PLS5192	PL115192	P115HAU192	SRR4018522	SRR4018522	HAU192	AD1	Cultivar	
PLS5193	PL115193	P115HAU193	SRR4018525	SRR4018525	HAU193	AD1	Cultivar	
PLS5194	PL115194	P115HAU194	SRR4018526	SRR4018526	HAU194	AD1	Cultivar	
PLS5195	PL115195	P115HAU195	SRR4018527	SRR4018527	HAU195	AD1	Cultivar	
PLS5196	PL115196	P115HAU196	SRR4018528	SRR4018528	HAU196	AD1	Cultivar	
PLS5197	PL115197	P115HAU197	SRR4018529	SRR4018529	HAU197	AD1	Cultivar	
PLS5198	PL115198	P115HAU198	SRR4018530	SRR4018530	HAU198	AD1	Cultivar	
PLS5199	PL115199	P115HAU199	SRR4018531	SRR4018531	HAU199	AD1	Cultivar	
PLS5200	PL115200	P115HAU200	SRR4018533	SRR4018533	HAU200	AD1	Cultivar	
PLS5201	PL115201	P115HAU201	SRR4018534	SRR4018534	HAU201	AD1	Cultivar	
PLS5202	PL115202	P115HAU202	SRR4018535	SRR4018535	HAU202	AD1	Cultivar	
PLS5203	PL115203	P115HAU203	SRR4018536	SRR4018536	HAU203	AD1	Cultivar	
PLS5204	PL115204	P115HAU204	SRR4018537	SRR4018537	HAU204	AD1	Cultivar	
PLS5205	PL115205	P115HAU205	SRR4018538	SRR4018538	HAU205	AD1	Cultivar	
PLS5206	PL115206	P115HAU206	SRR4018539	SRR4018539	HAU206	AD1	Cultivar	
PLS5207	PL115207	P115HAU207	SRR4018540	SRR4018540	HAU207	AD1	Cultivar	
PLS5208	PL115208	P115HAU208	SRR4018541	SRR4018541	HAU208	AD1	Cultivar	
PLS5209	PL115209	P115HAU209	SRR4018542	SRR4018542	HAU209	AD1	Cultivar	
PLS5210	PL115210	P115HAU210	SRR4018543	SRR4018543	HAU210	AD1	Cultivar	
PLS5211	PL115211	P115HAU211	SRR4018544	SRR4018544	HAU211	AD1	Cultivar	
PLS5212	PL115212	P115HAU212	SRR4018546	SRR4018546	HAU212	AD1	Cultivar	
PLS5213	PL115213	P115HU213	SRR4018547	SRR4018547	HU213	AD1	Cultivar	PI528654
PLS5214	PL115214	P115HAU214	SRR4018548	SRR4018548	HAU214	AD1	Cultivar	
PLS5215	PL115215	P115HAU215	SRR4018549	SRR4018549	HAU215	AD1	Cultivar	
PLS5216	PL115216	P115HAU216	SRR4018550	SRR4018550	HAU216	AD1	Cultivar	
PLS5217	PL115217	P115HAU217	SRR4018551	SRR4018551	HAU217	AD1	Cultivar	
PLS5218	PL115218	P115HAU218	SRR4018552	SRR4018552	HAU218	AD1	Cultivar	
PLS5219	PL115219	P115HAU219	SRR4018553	SRR4018553	HAU219	AD1	Cultivar	
PLS5220	PL115220	P115HAU220	SRR4018554	SRR4018554	HAU220	AD1	Cultivar	
PLS5221	PL115221	P115HAU221	SRR4018555	SRR4018555	HAU221	AD1	Cultivar	
PLS5222	PL115222	P115HAU222	SRR4018556	SRR4018556	HAU222	AD1	Cultivar	
PLS5223	PL115223	P115HAU223	SRR4018557	SRR4018557	HAU223	AD1	Cultivar	
PLS5224	PL115224	P115HAU224	SRR4018558	SRR4018558	HAU224	AD1	Cultivar	
PLS5225	PL115225	P115HAU225	SRR4018559	SRR4018559	HAU225	AD1	Cultivar	
PLS5226	PL115226	P115HAU226	SRR4018560	SRR4018560	HAU226	AD1	Cultivar	
PLS5227	PL115227	P115HAU227	SRR4018561	SRR4018561	HAU227	AD1	Cultivar	
PLS5228	PL115228	P115HAU228	SRR4018562	SRR4018562	HAU228	AD1	Cultivar	
PLS5229	PL115229	P115HAU229	SRR4018563	SRR4018563	HAU229	AD1	Cultivar	
PLS5230	PL115230	P115HAU230	SRR4018564	SRR4018564	HAU230	AD1	Cultivar	
PLS5231	PL115231	P115HAU231	SRR4018565	SRR4018565	HAU231	AD1	Cultivar	
PLS5232	PL115232	P115HAU232	SRR4018566	SRR4018566	HAU232	AD1	Cultivar	
PLS5233	PL115233	P115HAU233	SRR4018579	SRR4018579	HAU233	AD1	Cultivar	
PLS5234	PL115234	P115HAU234	SRR4018580	SRR4018580	HAU234	AD1	Cultivar	
PLS5235	PL115235	P115HAU235	SRR4018581	SRR4018581	HAU235	AD1	Cultivar	
PLS5236	PL115236	P115HAU236	SRR4018582	SRR4018582	HAU236	AD1	Cultivar	
PLS5237	PL115237	P115HAU237	SRR4018583	SRR4018583	HAU237	AD1	Cultivar	
PLS5238	PL115238	P115HAU238	SRR4018584	SRR4018584	HAU238	AD1	Cultivar	
PLS5239	PL115239	P115HAU239	SRR4018585	SRR4018585	HAU239	AD1	Cultivar	
PLS5240	PL115240	P115HAU240	SRR4018586	SRR4018586	HAU240	AD1	Cultivar	
PLS5241	PL115241	P115HAU241	SRR4018587	SRR4018587	HAU241	AD1	Cultivar	
PLS5242	PL115242	P115HAU242	SRR4018588	SRR4018588	HAU242	AD1	Cultivar	
PLS5243	PL115243	P115HAU243	SRR4018589	SRR4018589	HAU243	AD1	Cultivar	
PLS5244	PL115244	P115HAU244	SRR4018590	SRR4018590	HAU244	AD1	Cultivar	
PLS5245	PL115245	P115HAU245	SRR4018591	SRR4018591	HAU245	AD1	Cultivar	
PLS5246	PL115246	P115HAU246	SRR4018592	SRR4018592	HAU246	AD1	Cultivar	
PLS5247	PL115247	P115HAU247	SRR4018593	SRR4018593	HAU247	AD1	Cultivar	
PLS5248	PL115248	P115HAU248	SRR4018594	SRR4018594	HAU248	AD1	Cultivar	
PLS5249	PL115249	P115HAU249	SRR4018595	SRR4018595	HAU249	AD1	Cultivar	
PLS5250	PL115250	P115HAU250	SRR4018596	SRR4018596	HAU250	AD1	Cultivar	
PLS5251	PL115251	P115HAU251	SRR4018945	SRR4018945	HAU251	AD1	Cultivar	
PLS5252	PL115252	P115HAU252	SRR4018946	SRR4018946	HAU252	AD1	Cultivar	
PLS5253	PL115253	P115HAU253	SRR4018953	SRR4018953	HAU253	AD1	Cultivar	
PLS5254	PL115254	P115HAU254	SRR4018954	SRR4018954	HAU254	AD1	Cultivar	
PLS5255	PL115255	P115HAU255	SRR4018955	SRR4018955	HAU255	AD1	Cultivar	
PLS5256	PL115256	P115HAU256	SRR4018956	SRR4018956	HAU256	AD1	Cultivar	
PLS5257	PL115257	P115HAU257	SRR4018957	SRR4018957	HAU257	AD1	Cultivar	
PLS5258	PL115258	P115HAU258	SRR4018958	SRR4018958	HAU258	AD1	Cultivar	
PLS5259	PL115259	P115HAU259	SRR4018959	SRR4018959	HAU259	AD1	Cultivar	
PLS5260	PL115260	P115HAU260	SRR4018960	SRR4018960	HAU260	AD1	Cultivar	
PLS5261	PL115261	P115HAU261	SRR4018961	SRR4018961	HAU261	AD1	Cultivar	
PLS5262	PL115262	P115HAU262	SRR4018963	SRR4018963	HAU262	AD1	Cultivar	
PLS5263	PL115263	P115HAU263	SRR4018964	SRR4018964	HAU263	AD1	Cultivar	
PLS5264	PL115264	P115HAU264	SRR4018965	SRR4018965	HAU264	AD1	Cultivar	
PLS5265	PL115265	P115HAU265	SRR4018966	SRR4018966	HAU265	AD1	Cultivar	
PLS5266	PL115266	P115HAU266	SRR4018967	SRR4018967	HAU266	AD1	Cultivar	
PLS5267	PL115267	P115HAU267	SRR4018968	SRR4018968	HAU267	AD1	Cultivar	
PLS5268	PL115268	P115HU268	SRR4018969	SRR4018969	HU268	AD1	Cultivar	
PLS5269	PL115269	P115HAU269	SRR4018970	SRR4018970	HAU269	AD1	Cultivar	
PLS5270	PL115270	P115HAU270	SRR4018971	SRR4018971	HAU270	AD1	Cultivar	
PLS5271	PL115271	P115HU271	SRR4018972	SRR4018972	HU271	AD1	Cultivar	
PLS5272	PL115272	P115HAU272	SRR4018973	SRR4018973	HAU272	AD1	Cultivar	
PLS5273	PL115273	P115HAU273	SRR4018974	SRR4018974	HAU273	AD1	Cultivar	
PLS5274	PL115274	P115HAU274	SRR4018975	SRR4018975	HAU274	AD1	Cultivar	
PLS5275	PL115275	P115HAU275	SRR4018976	SRR4018976	HAU275	AD1	Cultivar	
PLS5276	PL115276	P115HAU276	SRR4018977	SRR4018977	HAU276	AD1	Cultivar	
PLS5277	PL115277	P115HAU277	SRR4018978	SRR4018978	HAU277	AD1	Cultivar	
PLS5278	PL115278	P115HAU278	SRR4018979	SRR4018979	HAU278	AD1	Cultivar	
PLS5279	PL115279	P115HAU279	SRR4018980	SRR4018980	HAU279	AD1	Cultivar	
PLS5280	PL115280	P115HAU280	SRR4018981	SRR4018981	HAU280	AD1	Cultivar	
PLS5281	PL115281	P115HAU281	SRR4018982	SRR4018982	HAU281	AD1	Cultivar	
PLS5282	PL115282	P115HAU282	SRR4018983	SRR4018983	HAU282	AD1	Cultivar	
PLS6001	PL116001	P116Acala	SRR1580581	SRS705554	Acala	AD1	Cultivar	PI528959
PLS6002	PL116002	P116Acala 1517	SRR1580582	SRS705555	Acala 1517	AD1	Cultivar	
PLS6003	PL116003	P116Auburn 56	SRS705556	SRS705556	Auburn 56	AD1	Cultivar	PI529215
PLS6004	PL116004	P116Cok139	Coker139	SRS705557	Cok139	AD1	Cultivar	PI601389
PLS6005	PL116005	P116Coker Foster 300	SRR1580588	SRS705558	Coker Foster 300	AD1	Cultivar	PI528621
PLS6006	PL116006	P116D531C	SRR1580589	SRS705559	D531C	AD1	Cultivar	PI528656 
PLS6007	PL116007	P116DixieK	SRR1580590	SRS705560	DixieK	AD1	Cultivar	PI529021 
PLS6008	PL116008	P116Dixie Triumph	SRR1580591	SRS705561	Dixie Triumph	AD1	Cultivar	PI528956 
PLS6009	PL116009	P116Deltapine 15	SRR1580592	SRS705562	Deltapine 15	AD1	Cultivar	
PLS6010	PL116010	P116Ferguson 406	SRR1580593	SRS705563	Ferguson 406	AD1	Cultivar	PI528811 
PLS6011	PL116011	P116King	SRS705564	SRS705564	King	AD1	Cultivar	
PLS6012	PL116012	P116Lanart 57	SRR1580596	SRS705565	Lanart 57	AD1	Cultivar	PI528822 
PLS6013	PL116013	P116Lankart	SRR1580597	SRS705566	Lankart	AD1	Cultivar	
PLS6014	PL116014	P116Lone Star	SRR1580598	SRS705567	Lone Star	AD1	Cultivar	PI528636
PLS6015	PL116015	P116Mebane	SRR1580599	SRS705568	Mebane	AD1	Cultivar	PI528985 
PLS6016	PL116016	P116Mebane Triumph	SRR1580600	SRS705569	Mebane Triumph	AD1	Cultivar	
PLS6017	PL116017	P116Paymaster 54	SRR1580601	SRS705570	Paymaster 54	AD1	Cultivar	PI528820 
PLS6018	PL116018	P116Paymaster 54B	SRR1580602	SRS705571	Paymaster 54B	AD1	Cultivar	
PLS6019	PL116019	P116Rowden, Malone	SRR1580603	SRS705572	Rowden, Malone	AD1	Cultivar	PI528797 
PLS6020	PL116020	P116Stoneville 2B	SRR1580604	SRS705573	Stoneville 2B	AD1	Cultivar	PI528654
PLS6021	PL116021	P116Trice	SRS705574	SRS705574	Trice	AD1	Cultivar	PI528955
PLS6022	PL116022	P11686-1	SRR1580607	SRS705575	86-1	AD1	Cultivar	
PLS6023	PL116023	P116CRI7	SRR1580608	SRS705576	CRI7	AD1	Cultivar	
PLS6024	PL116024	P116CRI10	SRS705577	SRS705577	CRI10	AD1	Cultivar	
PLS6025	PL116025	P116CRI12	SRS705578	SRS705578	CRI12	AD1	Cultivar	
PLS6026	PL116026	P116CRI35	SRS705579	SRS705579	CRI35	AD1	Cultivar	
PLS6027	PL116027	P116Esha 28	SRS705580	SRS705580	Esha 28	AD1	Cultivar	
PLS6028	PL116028	P116J8891	SRS705581	SRS705581	J8891	AD1	Cultivar	
PLS6029	PL116029	P116Jimian 1#	SRS705582	SRS705582	Jimian 1#	AD1	Cultivar	
PLS6030	PL116030	P116Junmian 1#	SRR1580622	SRS705583	Junmian 1#	AD1	Cultivar	
PLS6031	PL116031	P116Lumian 1#	SRR1580623	SRS705585	Lumian 1#	AD1	Cultivar	
PLS6032	PL116032	P116Shiyuan 321	SRR1580624	SRS705584	Shiyuan 321	AD1	Cultivar	
PLS6033	PL116033	P116Simian 2#	SRR1580625	SRS705586	Simian 2#	AD1	Cultivar	
PLS6034	PL116034	P116Simian 3#	SRR1580626	SRS705587	Simian 3#	AD1	Cultivar	
PLS6035	PL116035	P116SuM12	SRS705588	SRS705588	SuM12	AD1	Cultivar	
PLS6036	PL116036	P116Xinluzao 26#	SRS705589	SRS705589	Xinluzao 26#	AD1	Cultivar	
PLS6037	PL116037	P116Xinluzao 1# (GK62)	SRR1580632	SRS705590	Xinluzao 1# (GK62)	AD1	Cultivar	
PLS6038	PL116038	P116Xinluzao 42#	SRS705591	SRS705591	Xinluzao 42#	AD1	Cultivar	
PLS6039	PL116039	P116Brazil 011	SRS705592	SRS705592	Brazil 011	AD1	Cultivar	
PLS6040	PL116040	P116Brazil 014	SRS705593	SRS705593	Brazil 014	AD1	Cultivar	
PLS6041	PL116041	P116Brazil 0101	SRS705594	SRS705594	Brazil 0101	AD1	Cultivar	
PLS6042	PL116042	P116Brazil cotton	SRR1580642	SRS705595	Brazil cotton	AD1	Cultivar	
PLS6043	PL116043	P116India 941	SRR1580643	SRS705596	India 941	AD1	Cultivar	
PLS6044	PL116044	P116MA-6	SRR1580644	SRS705597	MA-6	AD1	Cultivar	
PLS6045	PL116045	P116India NV50-70	SRR1580645	SRS705598	India NV50-70	AD1	Cultivar	
PLS6046	PL116046	P116Tashkent 1	SRR1580646	SRS705599	Tashkent 1	AD1	Cultivar	
PLS6047	PL116047	P116Tashkent 2	SRR1580647	SRS705600	Tashkent 2	AD1	Cultivar	
PLS6048	PL116048	P116Tashkent 3	SRR1580648	SRS705602	Tashkent 3	AD1	Cultivar	
PLS6049	PL116049	P11666-241	SRR1580649	SRS705601	66-241	AD1	Cultivar	
PLS6050	PL116050	P116108Ф	SRR1580650	SRS705603	108Ф	AD1	Cultivar	
PLS6051	PL116051	P116KK1543	SRR1580651	SRS705604	KK1543	AD1	Cultivar	
PLS6052	PL116052	P116SJ1470	SRR1580652	SRS705605	SJ1470	AD1	Cultivar	
PLS6053	PL126053	P126Punctatum 3	SRR1580653	SRS705606	Punctatum 3	AD1	Wild	PI154037
PLS6054	PL126054	P126Punctatum 5	SRR1580654	SRS705607	Punctatum 5	AD1	Wild	PI154055
PLS6055	PL126055	P126Punctatum 12	SRR1580655	SRS705608	Punctatum 12	AD1	Wild	PI163723
PLS6056	PL126056	P126Punctatum 14	SRS705609	SRS705609	Punctatum 14	AD1	Wild	PI163725
PLS6057	PL126057	P126Punctatum 25	SRR1580659	SRS705610	Punctatum 25	AD1	Wild	PI529888
PLS6058	PL126058	P126Punctatum 24	SRR1580660	SRS705611	Punctatum 24	AD1	Wild	PI529886
PLS6059	PL126059	P126Punctatum 31	SRR1580661	SRS705613	Punctatum 31	AD1	Wild	PI326053 
PLS6060	PL126060	P126Morrilli 2	SRR1580662	SRS705612	Morrilli 2	AD1	Wild	PI165261
PLS6061	PL126061	P126Morrilli 38	SRR1580663	SRS705614	Morrilli 38	AD1	Wild	PI165265
PLS6062	PL126062	P126Morrilli 45	SRR1580664	SRS705616	Morrilli 45	AD1	Wild	PI163603
PLS6063	PL126063	P126Yucatanense 1	SRR1580665	SRS705615	Yucatanense 1	AD1	Wild	PI341877
PLS6064	PL126064	P126Yucatanense 3	SRR1580666	SRS705617	Yucatanense 3	AD1	Wild	PI158533
PLS6065	PL126065	P126Yucatanense 2	SRR1580667	SRS705619	Yucatanense 2	AD1	Wild	PI341876
PLS6066	PL126066	P126Yucatanense 5A	SRS705618	SRS705618	Yucatanense 5A	AD1	Wild	PI501501
PLS6067	PL126067	P126Yucatanense 6	SRS705620	SRS705620	Yucatanense 6	AD1	Wild	PI501503
PLS6068	PL126068	P126Richmondi 7	SRR1580672	SRS705621	Richmondi 7	AD1	Wild	PI165299
PLS6069	PL126069	P126Richmondi 2	SRR1580673	SRS705622	Richmondi 2	AD1	Wild	PI154011
PLS6070	PL126070	P126Richmondi 3	SRS705623	SRS705623	Richmondi 3	AD1	Wild	PI154026
PLS6071	PL126071	P126Marie-galante 7	SRR1580676	SRS705624	Marie-galante 7	AD1	Wild	PI163604
PLS6072	PL126072	P126Marie-galante 17	SRR1580677	SRS705625	Marie-galante 17	AD1	Wild	PI529833
PLS6073	PL126073	P126Marie-galante 36 	SRR1580678	SRS705626	Marie-galante 36 	AD1	Wild	PI529853
PLS6074	PL126074	P126Marie-galante 62 	SRR1580679	SRS705627	Marie-galante 62 	AD1	Wild	PI376041
PLS6075	PL126075	P126Marie-galante 71 	SRS705628	SRS705628	Marie-galante 71 	AD1	Wild	PI530041
PLS6076	PL126076	P126Latifolium 1 	SRR1580683	SRS705629	Latifolium 1 	AD1	Wild	PI153982
PLS6077	PL126077	P126Latifolium 3 	SRS705630	SRS705630	Latifolium 3 	AD1	Wild	PI153988
PLS6078	PL126078	P126Latifolium 13	SRS705631	SRS705631	Latifolium 13	AD1	Wild	PI154047
PLS6079	PL126079	P126Latifolium 39 	SRS705632	SRS705632	Latifolium 39 	AD1	Wild	
PLS6080	PL126080	P126Latifolium 64 	SRS705633	SRS705633	Latifolium 64 	AD1	Wild	PI163618
PLS6081	PL126081	P126Latifolium 161 	SRS705634	SRS705634	Latifolium 161 	AD1	Wild	PI163607
PLS6082	PL126082	P126Latifolium 178 	SRR1580695	SRS705635	Latifolium 178 	AD1	Wild	PI158529
PLS6083	PL126083	P126Palmeri 5	SRS705636	SRS705636	Palmeri 5	AD1	Wild	PI154071
PLS6084	PL126084	P126Palmeri 14	SRS705637	SRS705637	Palmeri 14	AD1	Wild	PI163747
PLS6085	PL126085	P126Palmeri 2	SRS705638	SRS705638	Palmeri 2	AD1	Wild	PI153987
PLS6086	PL216086	P216UN	SRS705639	SRS705639	UN	AD2	Cultivar	
PLS6087	PL216087	P2165904И	SRR1580705	SRS705640	5904И	AD2	Cultivar	
PLS6088	PL216088	P2168763И	SRR1580706	SRS705641	8763И	AD2	Cultivar	
PLS6089	PL216089	P216910И	SRS705642	SRS705642	910И	AD2	Cultivar	
PLS6090	PL216090	P216Ba3119	SRS705643	SRS705643	Ba3119	AD2	Cultivar	
PLS6091	PL216091	P216CCCP 1243	SRR1580711	SRS705644	CCCP 1243	AD2	Cultivar	
PLS6092	PL216092	P216CCCP B154 (91-486)	SRS705645	SRS705645	CCCP B154 (91-486)	AD2	Cultivar	
PLS6093	PL216093	P216CCCP B51	SRS705646	SRS705646	CCCP B51	AD2	Cultivar	
PLS6094	PL216094	P216CCCP B9102	SRS705647	SRS705647	CCCP B9102	AD2	Cultivar	
PLS6095	PL216095	P216DJ-07-136	SRS705648	SRS705648	DJ-07-136	AD2	Cultivar	
PLS6096	PL216096	P216K388	SRS705649	SRS705649	K388	AD2	Cultivar	
PLS6097	PL216097	P2169899-I	SRR1580724	SRS705650	9899-I	AD2	Cultivar	
PLS6098	PL216098	P216Buhara ZTW	SRR1580725	SRS705651	Buhara ZTW	AD2	Cultivar	
PLS6099	PL216099	P216VIR-29TV	SRR1580726	SRS705652	VIR-29TV	AD2	Cultivar	
PLS6100	PL216100	P216VIR-4TV	SRR1580727	SRS705653	VIR-4TV	AD2	Cultivar	
PLS6101	PL216101	P216Coastland R4-4	SRS705654	SRS705654	Coastland R4-4	AD2	Cultivar	
PLS6102	PL226102	P226Ashimouni	SRR1580730	SRS705655	Ashimouni	AD2	Wild	
PLS6103	PL216103	P216Giza 29	SRS705656	SRS705656	Giza 29	AD2	Cultivar	
PLS6104	PL216104	P216Giza 36	SRR1580733	SRS705657	Giza 36	AD2	Cultivar	
PLS6105	PL216105	P216Giza 67	SRS705658	SRS705658	Giza 67	AD2	Cultivar	
PLS6106	PL216106	P216Giza 80	SRS705659	SRS705659	Giza 80	AD2	Cultivar	
PLS6107	PL226107	P226Karnak	SRR1580738	SRS705660	Karnak	AD2	Wild	
PLS6108	PL226108	P226Menouf	SRS705661	SRS705661	Menouf	AD2	Wild	
